dword	text	END
1131	Украшение, которое заключает в себе физическую силу монстров, обитающих в Горах Чудовищ. Одно из украшений, увеличивающих физическую силу.	
1132	Украшение, которое заключает в себе физическую силу монстров, обитающих в Горах Чудовищ. Одно из украшений, увеличивающих физическую силу.	
1133	Украшение, которое заключает в себе физическую силу монстров, обитающих в Горах Чудовищ. Одно из украшений, увеличивающих физическую силу.	
1134	Украшение, которое заключает в себе физическую силу монстров, обитающих в Горах Чудовищ. Одно из украшений, увеличивающих физическую силу.	
1135	Украшение, которое заключает в себе физическую силу монстров, обитающих в Горах Чудовищ. Одно из украшений, увеличивающих физическую силу.	
1136	Украшение, которое заключает в себе физическую силу монстров, обитающих в Горах Чудовищ. Одно из украшений, увеличивающих физическую силу.	
1137	Украшение, которое заключает в себе физическую силу монстров, обитающих в Горах Чудовищ. Одно из украшений, увеличивающих физическую силу.	
1138	Украшение, которое заключает в себе остроту зрения монстров, обитающих в Горах Чудовищ. Одно из украшений, увеличивающих площадь обзора.	
1139	Украшение, которое заключает в себе остроту зрения монстров, обитающих в Горах Чудовищ. Одно из украшений, увеличивающих площадь обзора.	
1140	Украшение, которое заключает в себе остроту зрения монстров, обитающих в Горах Чудовищ. Одно из украшений, увеличивающих площадь обзора.	
1141	Украшение, которое заключает в себе остроту зрения монстров, обитающих в Горах Чудовищ. Одно из украшений, увеличивающих площадь обзора.	
1142	Украшение, которое заключает в себе остроту зрения монстров, обитающих в Горах Чудовищ. Одно из украшений, увеличивающих площадь обзора.	
1143	Украшение, которое заключает в себе остроту зрения монстров, обитающих в Горах Чудовищ. Одно из украшений, увеличивающих площадь обзора.	
1144	Украшение, которое заключает в себе остроту зрения монстров, обитающих в Горах Чудовищ. Одно из украшений, увеличивающих площадь обзора.	
1145	Украшение, которое заключает в себе остроту зрения монстров, обитающих в Горах Чудовищ. Одно из украшений, увеличивающих площадь обзора.	
1146	Украшение, которое заключает в себе остроту зрения монстров, обитающих в Горах Чудовищ. Одно из украшений, увеличивающих площадь обзора.	
1147	Одно из украшений, заключающих в себе силу Изгнанников. Украшение, в котором заключен гнев изгнанников.	
1148	Одно из украшений, заключающих в себе силу Изгнанников. Украшение, в котором заключен гнев изгнанников.	
1149	Одно из украшений, заключающих в себе силу Изгнанников. Украшение, в котором заключен гнев изгнанников.	
1150	Одно из украшений, заключающих в себе силу Изгнанников. Украшение, в котором заключен гнев изгнанников.	
1151	Одно из украшений, заключающих в себе силу Изгнанников. Украшение, в котором заключен гнев изгнанников.	
1152	Одно из украшений, заключающих в себе силу Изгнанников. Украшение, в котором заключен гнев изгнанников.	
1153	Одно из украшений, заключающих в себе силу Изгнанников. Украшение, в котором заключен гнев изгнанников.	
1154	Одно из украшений, заключающих в себе силу Изгнанников. Украшение, в котором заключен гнев изгнанников.	
1155	Одно из украшений, заключающих в себе силу Изгнанников. Украшение, в котором заключен гнев изгнанников.	
1156	Гребень с изображением черепа возрождения. Украшение, в котором заключена радость от освобождения из Земли Изгнанников.	
1157	Гребень с изображением черепа возрождения. Украшение, в котором заключена радость от освобождения из Земли Изгнанников.	
1158	Гребень с изображением черепа возрождения. Украшение, в котором заключена радость от освобождения из Земли Изгнанников.	
1159	Гребень с изображением черепа возрождения. Украшение, в котором заключена радость от освобождения из Земли Изгнанников.	
1160	Гребень с изображением черепа возрождения. Украшение, в котором заключена радость от освобождения из Земли Изгнанников.	
1161	Гребень с изображением черепа возрождения. Украшение, в котором заключена радость от освобождения из Земли Изгнанников.	
1162	Гребень с изображением черепа возрождения. Украшение, в котором заключена радость от освобождения из Земли Изгнанников.	
1163	Гребень с изображением черепа возрождения. Украшение, в котором заключена радость от освобождения из Земли Изгнанников.	
1164	Гребень с изображением черепа возрождения. Украшение, в котором заключена радость от освобождения из Земли Изгнанников.	
1165	Гребень с изображением черепа смерти. Украшение, в котором заключена месть за тех, кто умер в Земле Изгнанников.	
1166	Гребень с изображением черепа смерти. Украшение, в котором заключена месть за тех, кто умер в Земле Изгнанников.	
1167	Гребень с изображением черепа смерти. Украшение, в котором заключена месть за тех, кто умер в Земле Изгнанников.	
1168	Гребень с изображением черепа смерти. Украшение, в котором заключена месть за тех, кто умер в Земле Изгнанников.	
1169	Гребень с изображением черепа смерти. Украшение, в котором заключена месть за тех, кто умер в Земле Изгнанников.	
1170	Гребень с изображением черепа смерти. Украшение, в котором заключена месть за тех, кто умер в Земле Изгнанников.	
1171	Гребень с изображением черепа смерти. Украшение, в котором заключена месть за тех, кто умер в Земле Изгнанников.	
1172	Гребень с изображением черепа смерти. Украшение, в котором заключена месть за тех, кто умер в Земле Изгнанников.	
1173	Гребень с изображением черепа смерти. Украшение, в котором заключена месть за тех, кто умер в Земле Изгнанников.	
